Date,Open,High,Low,Close,Adj Close,Volume
2021-06-01,1.2059299945831299,1.2062599658966064,1.2007999420166016,1.2060699462890625,1.2060699462890625,0
2021-06-02,1.2067999839782715,1.208899974822998,1.2043999433517456,1.2069000005722046,1.2069000005722046,0
2021-06-03,1.203950047492981,1.2119100093841553,1.2028000354766846,1.2037999629974365,1.2037999629974365,0
2021-06-04,1.2109500169754028,1.2132099866867065,1.2073400020599365,1.2107000350952148,1.2107000350952148,0
2021-06-07,1.2074999809265137,1.2106499671936035,1.2061799764633179,1.2075799703598022,1.2075799703598022,0
2021-06-08,1.2086700201034546,1.210129976272583,1.2070399522781372,1.2086700201034546,1.2086700201034546,0
2021-06-09,1.2114700078964233,1.2114700078964233,1.2057000398635864,1.2111400365829468,1.2111400365829468,0
2021-06-10,1.2115099430084229,1.2124199867248535,1.2071399688720703,1.211459994316101,1.211459994316101,0
2021-06-11,1.2095500230789185,1.21628999710083,1.207900047302246,1.2093000411987305,1.2093000411987305,0
2021-06-14,1.2156599760055542,1.2170000076293945,1.212839961051941,1.2158000469207764,1.2158000469207764,0
2021-06-15,1.2141000032424927,1.2202099561691284,1.2129000425338745,1.2141000032424927,1.2141000032424927,0
2021-06-16,1.218440055847168,1.218999981880188,1.2158000469207764,1.218559980392456,1.218559980392456,0
2021-06-17,1.2278900146484375,1.2355400323867798,1.226099967956543,1.2278000116348267,1.2278000116348267,0
2021-06-18,1.2346299886703491,1.247879981994629,1.233970046043396,1.2345199584960938,1.2345199584960938,0
2021-06-21,1.24521005153656,1.248479962348938,1.2366000413894653,1.2449899911880493,1.2449899911880493,0
2021-06-22,1.2370799779891968,1.2402000427246094,1.2361500263214111,1.2369999885559082,1.2369999885559082,0
2021-06-23,1.2311099767684937,1.2328200340270996,1.2252299785614014,1.2309999465942383,1.2309999465942383,0
2021-06-24,1.230329990386963,1.2340500354766846,1.2280999422073364,1.230329990386963,1.230329990386963,0
2021-06-25,1.2322499752044678,1.232800006866455,1.227180004119873,1.2322299480438232,1.2322299480438232,0
2021-06-28,1.2291100025177002,1.2346800565719604,1.228700041770935,1.2291899919509888,1.2291899919509888,0
2021-06-29,1.233430027961731,1.2397199869155884,1.2330000400543213,1.2333999872207642,1.2333999872207642,0
2021-06-30,1.2396999597549438,1.2422300577163696,1.235610008239746,1.2396199703216553,1.2396199703216553,0
2021-07-01,1.2395700216293335,1.2425700426101685,1.2365200519561768,1.2392699718475342,1.2392699718475342,0
2021-07-02,1.2439700365066528,1.2449300289154053,1.2340799570083618,1.244070053100586,1.244070053100586,0
2021-07-05,1.2332799434661865,1.2368799448013306,1.2326300144195557,1.2330000400543213,1.2330000400543213,0
2021-07-06,1.2340199947357178,1.2494200468063354,1.2302000522613525,1.233989953994751,1.233989953994751,0
2021-07-07,1.2461199760437012,1.2517399787902832,1.2422000169754028,1.2458100318908691,1.2458100318908691,0
2021-07-08,1.2481800317764282,1.2590199708938599,1.2477699518203735,1.248170018196106,1.248170018196106,0
2021-07-09,1.2529900074005127,1.2555899620056152,1.246500015258789,1.2527999877929688,1.2527999877929688,0
2021-07-12,1.2448999881744385,1.2512400150299072,1.2448999881744385,1.2446999549865723,1.2446999549865723,0
2021-07-13,1.2453399896621704,1.2537599802017212,1.2441600561141968,1.245519995689392,1.245519995689392,0
2021-07-14,1.2523800134658813,1.2524199485778809,1.2448999881744385,1.2520999908447266,1.2520999908447266,0
2021-07-15,1.2515000104904175,1.2582099437713623,1.2502100467681885,1.2515499591827393,1.2515499591827393,0
2021-07-16,1.2590899467468262,1.2611600160598755,1.2562700510025024,1.2589000463485718,1.2589000463485718,0
2021-07-19,1.2617599964141846,1.2800899744033813,1.2615000009536743,1.2616900205612183,1.2616900205612183,0
2021-07-20,1.2749300003051758,1.2785099744796753,1.272189974784851,1.2746000289916992,1.2746000289916992,0
2021-07-21,1.2676000595092773,1.2728500366210938,1.2526600360870361,1.2675100564956665,1.2675100564956665,0
2021-07-22,1.2569700479507446,1.2592300176620483,1.2526999711990356,1.256890058517456,1.256890058517456,0
2021-07-23,1.256250023841858,1.2603299617767334,1.2553000450134277,1.2563999891281128,1.2563999891281128,0
2021-07-26,1.2568700313568115,1.2589499950408936,1.2529900074005127,1.2567499876022339,1.2567499876022339,0
2021-07-27,1.254289984703064,1.2594300508499146,1.2537000179290771,1.253999948501587,1.253999948501587,0
2021-07-28,1.2590399980545044,1.2599999904632568,1.2556500434875488,1.259119987487793,1.259119987487793,0
2021-07-29,1.251889944076538,1.2528899908065796,1.243399977684021,1.2519700527191162,1.2519700527191162,0
2021-07-30,1.2449599504470825,1.2485899925231934,1.242319941520691,1.2449300289154053,1.2449300289154053,0
2021-08-02,1.247130036354065,1.2502599954605103,1.2453099489212036,1.2466700077056885,1.2466700077056885,0
2021-08-03,1.249940037727356,1.2574900388717651,1.2488000392913818,1.2501100301742554,1.2501100301742554,0
2021-08-04,1.2532999515533447,1.2561700344085693,1.2515000104904175,1.2533299922943115,1.2533299922943115,0
2021-08-05,1.2544200420379639,1.2544200420379639,1.2474499940872192,1.2545000314712524,1.2545000314712524,0
2021-08-06,1.250100016593933,1.2580599784851074,1.249500036239624,1.2501300573349,1.2501300573349,0
2021-08-09,1.257200002670288,1.2586699724197388,1.253159999847412,1.2570899724960327,1.2570899724960327,0
2021-08-10,1.2575299739837646,1.258870005607605,1.2523000240325928,1.2573800086975098,1.2573800086975098,0
2021-08-11,1.2517900466918945,1.2547399997711182,1.2491899728775024,1.2518999576568604,1.2518999576568604,0
2021-08-12,1.2505099773406982,1.2528200149536133,1.2497999668121338,1.2506799697875977,1.2506799697875977,0
2021-08-13,1.2518800497055054,1.2531700134277344,1.2502800226211548,1.2519999742507935,1.2519999742507935,0
2021-08-16,1.2513999938964844,1.2582999467849731,1.2513999938964844,1.2516000270843506,1.2516000270843506,0
2021-08-17,1.2571300268173218,1.263319969177246,1.2570899724960327,1.2569600343704224,1.2569600343704224,0
2021-08-18,1.262619972229004,1.26419997215271,1.260200023651123,1.2626500129699707,1.2626500129699707,0
2021-08-19,1.2661000490188599,1.2816400527954102,1.2657999992370605,1.2663099765777588,1.2663099765777588,0
2021-08-20,1.2828600406646729,1.29475998878479,1.2812999486923218,1.2831300497055054,1.2831300497055054,0
2021-08-23,1.2820600271224976,1.2821300029754639,1.2661199569702148,1.2826000452041626,1.2826000452041626,0
2021-08-24,1.265220046043396,1.2657500505447388,1.2579400539398193,1.2651000022888184,1.2651000022888184,0
2021-08-25,1.259310007095337,1.264009952545166,1.2587000131607056,1.259600043296814,1.259600043296814,0
2021-08-26,1.2589399814605713,1.2654900550842285,1.2589000463485718,1.258870005607605,1.258870005607605,0
2021-08-27,1.2685999870300293,1.2707300186157227,1.2611900568008423,1.268489956855774,1.268489956855774,0
2021-08-30,1.2609000205993652,1.2632800340652466,1.2575000524520874,1.2611000537872314,1.2611000537872314,0
2021-08-31,1.2608699798583984,1.265179991722107,1.2568000555038452,1.260890007019043,1.260890007019043,0
2021-09-01,1.261430025100708,1.2635799646377563,1.257930040359497,1.2616100311279297,1.2616100311279297,0
2021-09-02,1.2616300582885742,1.2637900114059448,1.2552000284194946,1.2621699571609497,1.2621699571609497,0
2021-09-03,1.2552599906921387,1.2558200359344482,1.2498300075531006,1.25518000125885,1.25518000125885,0
2021-09-06,1.2530499696731567,1.2558000087738037,1.2524100542068481,1.2530299425125122,1.2530299425125122,0
2021-09-07,1.2534699440002441,1.2642099857330322,1.2517999410629272,1.2534300088882446,1.2534300088882446,0
2021-09-08,1.2646700143814087,1.2761000394821167,1.2625999450683594,1.264639973640442,1.264639973640442,0
2021-09-09,1.269670009613037,1.2726600170135498,1.2645399570465088,1.2694000005722046,1.2694000005722046,0
2021-09-10,1.2664899826049805,1.2672300338745117,1.2583099603652954,1.266260027885437,1.266260027885437,0
2021-09-13,1.2677700519561768,1.2693599462509155,1.263800024986267,1.2679500579833984,1.2679500579833984,0
